,id,desc,createTime,url,author,author_id,author_sig
10,6846920041204681989,Cuéntennos sus historias? 😂😂 #westernunion #caribeespress #comedia #dominican #foryourpage,1594172803,https://v16-webapp.tiktok.com/ac8b96a0c4799f8e7ac9e26e31179e4e/621d59b5/video/tos/useast2a/tos-useast2a-ve-0068c004/870fd1fe7a384d4db6ef0ea8afd15600/?a=1988&br=1444&bt=722&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3yCnz7ThF3acDXq&l=202202281723470102452441952640CD50&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=amp0NXB4bXFsdjMzZTczM0ApOTo3PDM7ZDxpNzY7aGY2aGdrNjBta2YxXi9fLS0wMTZzczMuMTEtYzIyYTFfXi1jYTE6Yw%3D%3D&vl=&vr=,260025019936739328,tibycamacho,"Latina 🔥
1.5m?😱🙈
Miami 📍
975k en  Instagram 
TEAM @kitosunshine"
11,7057727987801689390,When you wished they had let you go ahead of them knowing they had a huge transaction that took 45 minutes. #elfitup#anotherdayinparadise#huge#westernunion#bank#wait#ohno#not#for#foryou#fyp#funny#az#viral#worksmarter#notharder#fypシ#goodvibes#justforlaughs,1643255351,https://v16-webapp.tiktok.com/d7b9fa521113e91d6d66e55dae584f49/621d598a/video/tos/maliva/tos-maliva-ve-0068c799-us/22cb9944eabd47dbaf6f3e6b526f645e/?a=1988&br=4266&bt=2133&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3yCnz7ThF3acDXq&l=202202281723470102452441952640CD50&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M2x3bDc6ZmY0OjMzZzczNEApZDM3NDs8NjtoNzM1Nmg3N2cvYl5qcjRnYG1gLS1kMS9zc2AyYjE2YjJiMWJjMC1eNGE6Yw%3D%3D&vl=&vr=,6865463932631532549,panamanianprincess28,"Artist🎨Model👄Chef👩‍🍳Panameña🇵🇦Arizona🌵
  📞 Llamame a 1-800-Jodete💋"
12,7045018982084037894,caught these my yutes on road. #cashmoney #westernunion #accentchallenge #toronto #canada #ontario #construction #electrician #plumber #hvac #invest,1640296305,https://v16-webapp.tiktok.com/aba24de7e990e50382c768e98a774fe7/621d598a/video/tos/useast2a/tos-useast2a-ve-0068c002/6c0722a8c2374d6b8d00be3d00688699/?a=1988&br=5284&bt=2642&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3yCnz7ThF3acDXq&l=202202281723470102452441952640CD50&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=anZ2czg6ZnRoOjMzNzczM0ApMztlZzozZTxlN2ZoODU4OGc0NDVwcjRvci9gLS1kMTZzc2FeYC0wMTIvLzY1MS01YmA6Yw%3D%3D&vl=&vr=,6600896344528977926,snowd4y,"""I'M DIFFERENT"""
13,6779996536488201477,#westernunion #kritiek #uiterlijk #challenge,1578590962,https://v16-webapp.tiktok.com/a8e104ab329f47599e547d8d99d9e7c2/621d599b/video/tos/useast2a/tos-useast2a-ve-0068/0702239c50e2416da552b09839a53611/?a=1988&br=1206&bt=603&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3yCnz7ThF3acDXq&l=202202281723470102452441952640CD50&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=ajc4Z2g6M3RwcjMzNTczM0ApOTxmOTU0NDtlN2czZjg5N2duaHJyZzIuMl9fLS0wMTZzcy5hNV80NC1iYTNjL2EzYC06Yw%3D%3D&vl=&vr=,6616171349687894021,belogic2day4ever,"Just me... a simpel person, who can’t be understood by you !!"
14,7061928951660268801,Western Union уходит с внутрероссийского рынка #westernunion #цб #банки #сбербанк #банкроссии #экономика #приложения,1644233464,https://v16-webapp.tiktok.com/8d46bdb8e10b4b243327891cb6d83a4f/621d59ab/video/tos/alisg/tos-alisg-pve-0037c001/7942d81040094c68b8199676d945a3c9/?a=1988&br=1532&bt=766&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3yCnz7ThF3acDXq&l=202202281723470102452441952640CD50&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=amxmbTc6ZmxqOzMzODczNEApN2hnZWY0O2RoN2RlaWRkZWdvMWthcjRvMi1gLS1kMS1zcy8vMV82YjM1X2EzMl9hMDE6Yw%3D%3D&vl=&vr=,6954257385101198337,zero_tolerance,"Мы в YouTube - ""Мысли из коробки"". 
Обратная связь по ссылке 👇🏻👇🏻"
15,7034303367241338118,"Send me the screenshot, send me the receipt, the transaction number and the amount amen #guyana 🇬🇾 #guyanese #fyp #westernunion #caribbean",1637801382,https://v16-webapp.tiktok.com/85139ddf541c999f8f88ce749f222554/621d59b1/video/tos/useast2a/tos-useast2a-ve-0068c003/d632289ebbc0496cabd7aa732e833a71/?a=1988&br=2010&bt=1005&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3yCnz7ThF3acDXq&l=202202281723470102452441952640CD50&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3E7cGk6ZndnOTMzNzczM0ApNjNpZGRnOmRmN2c5ZGY3N2czY3M2cjQwbmNgLS1kMTZzcy82YS1eMzI0Li1iNTReYzA6Yw%3D%3D&vl=&vr=,6533756867947009024,noelsukhai,"📍GY 🇬🇾 
Click the follow button
or dont 
but u really should"
16,6901713985058458886,#fyp #story #xyzbca #foryou #westernunion #mexico #texas #retail,1606930537,https://v16-webapp.tiktok.com/09e4698ebfce8fc7389c4079de60d5b0/621d59be/video/tos/useast2a/tos-useast2a-ve-0068c004/086b54bcb6ba4c5fb9c13218add7ab7a/?a=1988&br=2052&bt=1026&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3yCnz7ThF3acDXq&l=202202281723470102452441952640CD50&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=ajl5b25scW93eTMzaTczM0ApOGZoaTpoZWQ1NzxkNmk8N2dnaWRpai5gLTBfLS01MTZzcy8zMzEzYi8vLmNfNGJhXjE6Yw%3D%3D&vl=&vr=,6671739903162220550,parkermayland,"I promise I’ll make you laugh 😉 
TX / 23"
17,7022139069685714181,"#duet with @coleman676 outta all the names in the world, it gotta be mines😂 #fyp #tongan #polynesian #funny #westernunion #moneygram💰 #malia #money",1634969163,https://v16-webapp.tiktok.com/798aa81bc43bae5fcf62f1fb4d96d13c/621d598f/video/tos/useast2a/tos-useast2a-pve-0068/91a24c1210804f8dbba67968e973b880/?a=1988&br=1688&bt=844&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3yCnz7ThF3acDXq&l=202202281723470102452441952640CD50&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=amxqZTM6Znd0ODMzNzczM0ApZjg4ZGVpaTs8N2k0aDg2ZGdmaWBucjQwMW1gLS1kMTZzczItLzYwXl4yNF40NS0tNWI6Yw%3D%3D&vl=&vr=,6742282075812135942,only1_sioeli,"📸@only1sioeli👻
🇹🇴"
18,7064751527621299502,Who else does this? \ud83d\ude0a #moneygram #westernunion #travelhacks #traveltiktok #dominica #caribbeantiktokeurs,1644890646,https://v16-webapp.tiktok.com/eaa9c2b6672d55955a7a5373c31b60d6/621d59a2/video/tos/maliva/tos-maliva-ve-0068c799-us/0c093ea19d864f0a9f4a0d287592bc5d/?a=1988&br=880&bt=440&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3yCnz7ThF3acDXq&l=202202281723470102452441952640CD50&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=amQ1b2c6Zm1qOzMzZzczNEApZDM8OzQ8OTtoN2k2ZDMzZ2dzYzQ0cjRnYzJgLS1kMS9zczUxM2BeNi8yMWBfY2MxMS46Yw%3D%3D&vl=&vr=,6532038340248600577,juiseaa,💄 x 🩺
19,6879937322545057030,Reply to @bruce_112233 reload reload reload #drain#draingang#dg#bladee#ecco2k#thaiboydigital#osu#osugame#fyp#foryou#fypシ#xyzbca#westernunion,1601860266,https://v16-webapp.tiktok.com/1c89c8c48b4cac0b461fd26f692b3f4e/621d599f/video/tos/useast2a/tos-useast2a-ve-0068c001/1a94bd5ac7e446acbd11a7ebac0f521f/?a=1988&br=1446&bt=723&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3yCnz7ThF3acDXq&l=202202281723470102452441952640CD50&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=amZ3ZmlpcTo6dzMzNzczM0ApOTw3OztpM2Q0NzozZGRnaGcvYnNpYGtnMnFfLS1iMTZzc19fNWAvLi5iNDZhYGMuLWI6Yw%3D%3D&vl=&vr=,6675800847463973893,grizzlypng,"REVIVAL OF REAL GAMEPLAY
grizzlypng@gmail.com
⬇️map/skin downloads + community⬇️"
20,7021122917970791681,saan nga ba? #labo #palawan #world #westernunion #mr  #cebuana #perapadala #wushu  #pangit❤ako #dailylife #hashtag #$#1,1634732569,https://v16-webapp.tiktok.com/4ac4af7872ab3c7051dc060b18a31aea/621d599d/video/tos/alisg/tos-alisg-pve-0037/7568f058e15b447e823345459b6919f5/?a=1988&br=1058&bt=529&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3yCnz7ThF3acDXq&l=202202281723470102452441952640CD50&lr=tiktok&mime_type=video_mp4&net=0&pl=0&qs=0&rc=anhoOWU6ZjczODMzODgzNEApZDk0PDdmM2VkN2g6ZTc4OmdwZjVkcjRfZGxgLS1kLy1zc15iLjBjLTZiYS1fMTZgXl86Yw%3D%3D&vl=&vr=,6634115280950067202,c.h.i.q.u.i726,"🇮🇹 ❤ PROUD🕍 🇮🇹
HAPPY TO SHARE"
21,7010867853251464453,No necesitamos a Western Union! #Bitcoin #elsalvador #remesas #westernunion #btc #criptonoticias #bitcoinnoticias,1632344876,https://v16-webapp.tiktok.com/357c03d532a25186486c1d5bbe3fe994/621d599f/video/tos/useast2a/tos-useast2a-ve-0068c003/03d75ff0a78a4acb95470ef7e27cd9e9/?a=1988&br=1208&bt=604&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3yCnz7ThF3acDXq&l=202202281723470102452441952640CD50&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=MzU1cjY6ZjdzODMzNzczM0ApOjQzNTM5ZGRpN2kzOzZkZWdrMmY0cjRfZDJgLS1kMTZzczI0NV4xY2AtYzIxMzFeNGM6Yw%3D%3D&vl=&vr=,6980846331574633478,cryptomanos.oficial,"Instagram: @cryptomanos.oficial🔥🎙
Suscríbete al canal de 👇🏼🔴 YOUTUBE👇🏼"
22,6672321077353385221,#Jokair continue les mandats cash 💰 #bsahtek #money #westernunion,1553520811,https://v16-webapp.tiktok.com/3b1db3bb165a84323c4e56b16883bd9d/621d5991/video/tos/useast2a/tos-useast2a-ve-0068/7d4a5387749b4783a0285001639e7673/?a=1988&br=1754&bt=877&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3yCnz7ThF3acDXq&l=202202281723470102452441952640CD50&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M2tucTk5bzpnbDMzOTczM0ApM2U0PDM4ZmVlN2k0NTg1PGdpL2E2XzZfZWBfLS0yMTZzczIuYTIwMy5fLjRgLjYyLjM6Yw%3D%3D&vl=&vr=,6664533058076639238,cstar,"La chaîne de la musique, des séries et du cinéma, disponible sur MyCANAL"
23,6928057164669947141,Responder a @user464586261 #moneywire #moneytransfer #westernunion #ria #pronounciation #inglish #inglés #english #theartsyteacher,1613064020,https://v16-webapp.tiktok.com/6565ff88001174ad395fbbae49880cd8/621d598a/video/tos/useast2a/tos-useast2a-pve-0068/5588fd2f40774fe8abdaa4187f01e938/?a=1988&br=3582&bt=1791&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3yCnz7ThF3acDXq&l=202202281723470102452441952640CD50&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=am5obHY6cG1wMzMzOjczM0ApNzVlNGY5NmRlN2Q6OTdlN2dtMzNwMGNjYmZgLS00MTZzc2BeNDReNi0vNC1gXy8xMWM6Yw%3D%3D&vl=&vr=,6669233007034023942,theartsyteacher,"🗣CEO de pronunciación 
📲Clases en vivo en linea
💌Theartsyschool@gmail.com"
24,6971603491328396550,🤣 if one find out you see one bagga call an text from everyone #fypシ #jamaicatiktok #jamaicacomedy #westernunion #xyzbca #nyc #funny #🇯🇲,1623202932,https://v16-webapp.tiktok.com/9a1664e5714f9e3b4b145ecace0a7cf6/621d5989/video/tos/useast2a/tos-useast2a-ve-0068c002/a36a2fae8277485893ba46dd63323502/?a=1988&br=1720&bt=860&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3yCnz7ThF3acDXq&l=202202281723470102452441952640CD50&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=Mzk6aHhkaHU0NjMzNzczM0ApaDU1aWYzOzs5N2k5PDU8Z2dzNDVxZDZxbC1gLS1kMTZzc2E2MWEuLl4uMzUzYC9hNTI6Yw%3D%3D&vl=&vr=,6806374703998338053,shedamilan,ig: s.tropicalll_ ✨
25,7002548629424655617,AMAN EXCHANGE only digital agent of WESTERN UNION #westernunion #WU #moneyexchange #kw @lucita_xd @callme_lance,1630407905,https://v16-webapp.tiktok.com/e41c9a88e0758a2fbd8245626911ba7c/621d598e/video/tos/alisg/tos-alisg-pve-0037/8e1b9cb6861b4b038a0bc2c47d3d243c/?a=1988&br=3080&bt=1540&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3yCnz7ThF3acDXq&l=202202281723470102452441952640CD50&lr=tiktok&mime_type=video_mp4&net=0&pl=0&qs=0&rc=ajdqZzo6ZnAzNzMzODgzNEApO2RmNjlkaWQ7N2k8ZWRnZWdyMDQwcjRnbWtgLS1kLy1zc2NfMS1eNTAuY2MvX2ExYl46Yw%3D%3D&vl=&vr=,6574190200682463234,yourboykingkoy,"IGYF
KUWAIT TIKTOKERS COMMUNITY 
ROYAL FAMILY"
26,6812962372815211782,Când intră românu’ în bancă și vrea să scoată bani de la #westernunion 🤣 #foryou #viatabatevlogul #fyp #tiktok,1586266418,https://v16-webapp.tiktok.com/16243ff11a08e5a0e2ab8892981304c4/621d5994/video/tos/useast2a/tos-useast2a-pve-0068/9c3cd0ea036246b191639f3c1cbf43c1/?a=1988&br=2072&bt=1036&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3yCnz7ThF3acDXq&l=202202281723470102452441952640CD50&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=ams8dW1wNmQ7dDMzaDczM0ApNDk8OTw7NTs1NzQ6NDo0NGdnMW1sZG9kLzNfLS1jMTZzczQuMzI1L180MV40YF5iYl86Yw%3D%3D&vl=&vr=,19635978,persanul,"⚜️ FOLLOW PE INSTA⤴️
“Ain’t about the money,it’s about the power”
⚜️ FOLLOW YT⤵️"
27,6922886966988049669,#jorgebrillante1 #WesternUnion #colombia🇨🇴 #cuba #venezuela #RD #dominicanos🇩🇴 #peru #haitian #comidian #primos,1611860238,https://v16-webapp.tiktok.com/65a644a7e5883411acbfa756f014726f/621d59be/video/tos/useast2a/tos-useast2a-pve-0068/a5d7bb0b323c4bf9ae8115fcb7df9d74/?a=1988&br=1352&bt=676&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3yCnz7ThF3acDXq&l=202202281723470102452441952640CD50&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=MzU2O3Q4ZjRqMzMzODczM0ApNTRoOTpkaGVmNzQ7NTo6OmdsLl9nal42ZjZgLS0uMTZzczYyYDJjMS8vMWFhMDVjNGE6Yw%3D%3D&vl=&vr=,6863614415766504454,jorgebrillante1,🇩🇴🇻🇪🇩🇴 respeto tu opinión aunque yo no esté de acuerdo con lo que tú dici
28,6865087633249373441,"Ni más ni menos, Vimenca es un caso #greenscreen #vimenca #Hacksdeestudio #westernunion #rd #tiktokrd #fyp #parati #sdq #viral #comedia #humor",1598402782,https://v16-webapp.tiktok.com/4ad29076a9e95ee693c2d19bc04c9d8c/621d59b2/video/tos/alisg/tos-alisg-pve-0037/137df4a9654f4363bc0c677601e82e12/?a=1988&br=2636&bt=1318&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3yCnz7ThF3acDXq&l=202202281723470102452441952640CD50&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=amV4NG42OGh1dzMzNDczM0ApZTY8PDMzZzxpNztlOzlpPGcuZjMxMTRyLi9fLS0zMTRzcy1eMTJiLzEwX2NhNmEvNS46Yw%3D%3D&vl=&vr=,8905379,thehappymont,
